,NITROGEN SHARE IN NPK (Percent),PHOSPHATE SHARE IN NPK (Percent),POTASH SHARE IN NPK (Percent),LENGTH OF GROWING PERIOD DAYS (Number),TOTAL AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),ANNUAL RAINFALL (Millimeters),crop_name,crop_yield
2102,56.47,24.0,19.53,294.0,534.38,813.4,175.87,1370.05,RICE YIELD (Kg per ha),2834.93
2103,51.03,24.78,24.19,294.0,534.38,937.09,203.13,1370.05,RICE YIELD (Kg per ha),2589.08
2104,67.84,20.03,12.13,244.0,1095.66,918.26,137.33,1477.5,RICE YIELD (Kg per ha),897.73
2105,71.46,20.1,8.43,244.0,1095.66,1049.53,153.86,1452.4,RICE YIELD (Kg per ha),2058.82
2106,72.51,21.4,6.09,244.0,1095.66,1059.48,155.24,1230.1,RICE YIELD (Kg per ha),2095.24
2107,77.89,14.94,7.17,244.0,1095.66,1050.63,157.07,1266.4,RICE YIELD (Kg per ha),1593.73
2108,71.86,17.81,10.33,244.0,1095.66,1065.56,155.53,1261.6,RICE YIELD (Kg per ha),2054.11
2109,73.71,18.96,7.32,244.0,1095.66,1026.23,154.17,1021.7,RICE YIELD (Kg per ha),1361.43
2110,68.84,19.69,11.48,244.0,1095.66,993.66,152.0,1284.95,RICE YIELD (Kg per ha),2046.69
2111,65.3,24.16,10.54,244.0,1095.66,991.91,152.02,1284.95,RICE YIELD (Kg per ha),1600.53
2112,65.32,22.56,12.12,240.0,782.17,756.9,148.88,837.1,RICE YIELD (Kg per ha),447.98
2113,68.87,22.02,9.1,240.0,782.17,738.44,145.27,1385.2,RICE YIELD (Kg per ha),2079.3
2114,74.92,18.61,6.48,240.0,782.17,771.3,151.34,1017.4,RICE YIELD (Kg per ha),2204.76
2115,74.38,18.42,7.2,240.0,782.17,771.72,153.86,918.1,RICE YIELD (Kg per ha),937.32
2116,75.31,15.99,8.7,240.0,782.17,802.13,157.17,1043.6,RICE YIELD (Kg per ha),1985.46
2117,73.52,19.77,6.71,240.0,782.17,741.5,161.24,606.0,RICE YIELD (Kg per ha),934.25
2118,67.57,20.75,11.68,240.0,782.17,754.24,159.43,967.9,RICE YIELD (Kg per ha),1758.86
2119,62.88,24.94,12.17,240.0,782.17,759.49,159.06,967.9,RICE YIELD (Kg per ha),1649.7
2120,63.89,23.8,12.31,247.0,869.97,774.55,137.9,788.5,RICE YIELD (Kg per ha),645.17
2121,68.92,24.05,7.03,247.0,869.97,731.75,131.3,1262.4,RICE YIELD (Kg per ha),1791.44
2122,72.1,22.43,5.47,247.0,869.97,744.09,133.79,1055.8,RICE YIELD (Kg per ha),1391.61
2123,72.16,18.96,8.88,247.0,869.97,802.21,144.22,785.0,RICE YIELD (Kg per ha),1141.92
2124,70.41,20.46,9.13,247.0,869.97,810.15,148.26,1146.2,RICE YIELD (Kg per ha),1716.43
2125,73.58,20.26,6.16,247.0,869.97,812.52,148.24,863.2,RICE YIELD (Kg per ha),1278.79
2126,67.14,21.07,11.78,247.0,869.96,806.53,148.11,983.5166666666668,RICE YIELD (Kg per ha),1952.94
2127,64.03,25.27,10.69,247.0,869.96,819.84,147.5,983.5166666666668,RICE YIELD (Kg per ha),1692.79
2128,65.15,17.93,16.92,230.0,403.16,423.3,163.78,1121.2,RICE YIELD (Kg per ha),1174.88
2129,68.05,20.17,11.78,230.0,403.16,429.97,165.5,1360.8,RICE YIELD (Kg per ha),1691.04
2130,71.9,19.69,8.4,230.0,403.16,438.46,168.62,655.9,RICE YIELD (Kg per ha),1742.79
2131,69.95,19.26,10.79,230.0,403.16,442.62,174.73,1189.1,RICE YIELD (Kg per ha),1616.24
2132,67.84,17.79,14.37,230.0,403.16,454.79,181.71,519.0,RICE YIELD (Kg per ha),1814.87
2133,66.57,22.07,11.37,230.0,403.16,422.29,176.48,785.8,RICE YIELD (Kg per ha),1934.94
2134,61.31,22.92,15.77,230.0,403.16,428.08,174.08,938.6333333333333,RICE YIELD (Kg per ha),1848.51
2135,59.52,24.7,15.79,230.0,403.16,421.61,177.85,938.6333333333333,RICE YIELD (Kg per ha),1656.48
2136,60.5,21.44,18.07,257.0,1066.02,929.2,142.98,2092.0,RICE YIELD (Kg per ha),1251.24
2137,62.07,25.01,12.92,257.0,1066.02,944.36,145.36,2302.3,RICE YIELD (Kg per ha),2012.23
2138,64.91,26.25,8.84,257.0,1066.02,945.14,144.29,846.6,RICE YIELD (Kg per ha),2309.35
2139,65.6,20.54,13.86,257.0,1066.02,914.33,146.53,1441.6,RICE YIELD (Kg per ha),2477.2
2140,67.75,18.34,13.91,257.0,1066.02,844.24,152.12,1113.1,RICE YIELD (Kg per ha),2553.49
2141,65.2,23.99,10.82,257.0,1066.02,826.31,153.99,745.7,RICE YIELD (Kg per ha),1988.61
2142,61.86,22.78,15.36,257.0,1066.02,888.07,150.38,1423.55,RICE YIELD (Kg per ha),2150.19
2143,59.38,24.99,15.63,257.0,1066.02,804.87,146.56,1423.55,RICE YIELD (Kg per ha),1866.82
2144,72.24,19.92,7.85,224.0,693.07,673.88,139.48,800.1,RICE YIELD (Kg per ha),1019.96
2145,71.69,21.91,6.4,224.0,693.07,664.83,136.88,1211.2,RICE YIELD (Kg per ha),1908.73
2146,73.4,22.56,4.04,224.0,693.07,673.6,138.87,846.1,RICE YIELD (Kg per ha),2290.19
2147,80.64,15.56,3.81,224.0,693.07,664.61,137.08,921.8,RICE YIELD (Kg per ha),1662.38
2148,79.23,15.44,5.34,224.0,693.07,651.69,137.44,920.1,RICE YIELD (Kg per ha),2086.01
2149,80.32,16.82,2.85,224.0,693.07,642.03,137.53,683.3,RICE YIELD (Kg per ha),1180.61
2150,86.44,12.4,1.16,224.0,693.07,647.24,136.93,897.1,RICE YIELD (Kg per ha),1853.21
2151,76.89,18.98,4.14,224.0,693.07,625.21,135.84,897.1,RICE YIELD (Kg per ha),1745.64
2152,69.94,20.73,9.33,224.0,549.97,372.06,120.91,771.8,RICE YIELD (Kg per ha),1167.18
2153,73.17,20.46,6.37,224.0,549.97,454.19,146.74,1161.9,RICE YIELD (Kg per ha),2759.97
2154,76.79,17.29,5.92,224.0,549.97,445.36,144.28,933.0,RICE YIELD (Kg per ha),2751.57
2155,80.75,14.97,4.28,224.0,549.97,375.09,125.92,917.7,RICE YIELD (Kg per ha),2354.38
2156,76.66,19.58,3.76,224.0,549.97,427.78,126.72,1090.3,RICE YIELD (Kg per ha),2575.84
2157,77.76,19.35,2.9,224.0,549.97,448.81,133.1,608.8,RICE YIELD (Kg per ha),2946.06
2158,74.54,20.15,5.31,224.0,549.97,458.51,135.95,913.9166666666666,RICE YIELD (Kg per ha),3077.4
2159,75.78,20.65,3.57,224.0,549.97,471.13,134.86,913.9166666666666,RICE YIELD (Kg per ha),3115.03
2160,63.9,21.71,14.39,224.0,972.93,534.91,139.94,1891.7,RICE YIELD (Kg per ha),450.77
2161,68.12,22.64,9.24,224.0,972.93,586.35,143.7,617.8,RICE YIELD (Kg per ha),1976.85
2162,67.28,24.58,8.14,224.0,972.93,570.25,138.6,921.4,RICE YIELD (Kg per ha),2232.54
2163,71.98,18.18,9.84,224.0,972.93,541.91,139.49,981.9,RICE YIELD (Kg per ha),1800.44
2164,72.88,18.47,8.65,224.0,972.93,532.74,144.3,1325.0,RICE YIELD (Kg per ha),2513.0
2165,71.34,20.8,7.86,224.0,972.93,619.84,148.86,1103.9,RICE YIELD (Kg per ha),2450.31
2166,64.6,22.99,12.42,224.0,972.94,620.36,147.82,1140.2833333333335,RICE YIELD (Kg per ha),3036.5
2167,66.36,22.48,11.16,224.0,972.94,596.75,144.67,1140.2833333333335,RICE YIELD (Kg per ha),2666.03
2168,68.44,19.05,12.52,210.0,559.92,285.32,125.99,765.2,RICE YIELD (Kg per ha),1707.05
2169,71.58,19.58,8.84,210.0,559.92,301.04,124.7,1264.5,RICE YIELD (Kg per ha),3731.08
2170,73.07,21.23,5.7,210.0,559.92,305.45,125.07,772.4,RICE YIELD (Kg per ha),2725.25
2171,77.98,12.61,9.41,210.0,559.92,315.07,127.7,1294.7,RICE YIELD (Kg per ha),2727.85
2172,77.09,12.8,10.11,210.0,559.92,314.34,127.83,1178.8,RICE YIELD (Kg per ha),3377.02
2173,72.07,20.84,7.09,210.0,559.92,313.74,127.75,1253.5,RICE YIELD (Kg per ha),3094.68
2174,71.09,16.96,11.95,210.0,559.92,315.18,125.97,1088.1833333333334,RICE YIELD (Kg per ha),3119.4
2175,66.57,21.15,12.28,210.0,559.92,303.92,124.89,1088.1833333333334,RICE YIELD (Kg per ha),3520.68
2176,61.52,31.51,6.97,264.0,1413.1,273.05,111.94,913.8,RICE YIELD (Kg per ha),1252.48
2177,69.26,24.12,6.62,264.0,0.0,274.21,106.02,720.8,RICE YIELD (Kg per ha),2137.53
2178,76.5,21.7,1.8,264.0,1413.1,356.21,126.23,1146.5,RICE YIELD (Kg per ha),1938.39
2179,81.49,15.7,2.81,264.0,1413.1,334.23,126.5,934.8,RICE YIELD (Kg per ha),1802.84
2180,79.54,17.58,2.87,264.0,1413.1,340.09,105.6,1120.5,RICE YIELD (Kg per ha),1927.0
2181,68.3,28.32,3.38,264.0,1413.1,369.36,122.62,1487.9,RICE YIELD (Kg per ha),1020.93
2182,79.75,18.54,1.71,264.0,1413.1,389.01,120.06,1054.05,RICE YIELD (Kg per ha),2373.3
2183,45.06,43.67,11.27,264.0,1211.2285714285713,333.7371428571428,116.99571428571429,1054.05,RICE YIELD (Kg per ha),2069.39
2184,71.89,22.99,5.12,208.0,1137.51,925.55,127.57,722.65,RICE YIELD (Kg per ha),1793.84
2185,77.21,19.03,3.76,208.0,1137.51,961.61,131.94,722.65,RICE YIELD (Kg per ha),3759.89
2186,76.85,19.68,3.47,208.0,1137.51,965.01,132.47,650.7,RICE YIELD (Kg per ha),3764.19
2187,81.81,15.01,3.18,208.0,1137.51,995.48,137.66,930.3,RICE YIELD (Kg per ha),3423.03
2188,79.17,17.13,3.7,208.0,1137.51,985.16,137.83,854.1,RICE YIELD (Kg per ha),3367.97
2189,78.91,18.55,2.55,208.0,1137.51,966.99,135.82,455.5,RICE YIELD (Kg per ha),3361.18
2190,77.34,19.76,2.9,208.0,1137.51,957.94,134.77,722.65,RICE YIELD (Kg per ha),3008.38
2191,73.5,22.92,3.58,208.0,1137.51,950.57,133.76,722.65,RICE YIELD (Kg per ha),3734.21
2192,72.82,20.62,6.57,222.0,1229.18,600.09,123.34,683.3,RICE YIELD (Kg per ha),1320.77
2193,81.71,15.31,2.98,222.0,1229.18,784.7,138.88,1259.7,RICE YIELD (Kg per ha),3148.86
2194,81.43,16.94,1.63,222.0,1229.18,859.39,153.15,1054.9,RICE YIELD (Kg per ha),3330.79
2195,89.14,9.67,1.18,222.0,1229.18,706.5,139.28,717.5,RICE YIELD (Kg per ha),2893.98
2196,81.98,15.51,2.51,222.0,1229.18,784.38,133.04,912.2,RICE YIELD (Kg per ha),3493.54
2197,80.25,17.86,1.89,222.0,1229.18,752.17,130.27,702.3,RICE YIELD (Kg per ha),2929.6
2198,79.72,18.82,1.46,222.0,1229.19,784.55,131.97,888.3166666666666,RICE YIELD (Kg per ha),3424.65
2199,74.17,22.57,3.26,222.0,1229.19,779.88,131.33,888.3166666666666,RICE YIELD (Kg per ha),3475.97
2200,59.63,32.54,7.83,210.0,1797.24,160.78,133.14,735.0,RICE YIELD (Kg per ha),828.43
2201,67.52,25.55,6.92,210.0,0.0,210.27,128.38,849.7,RICE YIELD (Kg per ha),2221.56
2202,76.83,18.38,4.79,210.0,1797.24,226.33,107.93,851.5,RICE YIELD (Kg per ha),1847.61
2203,79.3,15.51,5.19,210.0,1797.24,251.12,146.27,1091.0,RICE YIELD (Kg per ha),2454.89
2204,90.9,7.98,1.11,210.0,1797.24,207.62,117.59,1370.2,RICE YIELD (Kg per ha),2486.47
2205,73.51,22.67,3.82,210.0,1797.24,295.27,179.58,1135.9,RICE YIELD (Kg per ha),1052.13
2206,76.7,22.19,1.11,210.0,1797.23,308.18,190.49,1005.5500000000001,RICE YIELD (Kg per ha),2135.06
2207,55.01,39.68,5.32,210.0,1540.49,237.08142857142857,143.34,1005.5500000000001,RICE YIELD (Kg per ha),2006.23
2208,74.59,24.43,0.98,210.0,299.53,15.19,125.85,879.9,RICE YIELD (Kg per ha),1222.4
2209,81.0,15.35,3.65,210.0,0.0,25.75,179.22,1316.0,RICE YIELD (Kg per ha),2833.67
2210,94.7,5.26,0.04,210.0,299.53,28.08,121.06,1140.4,RICE YIELD (Kg per ha),1812.76
2211,91.08,8.86,0.06,210.0,299.53,27.1,107.26,1270.6,RICE YIELD (Kg per ha),2702.9
2212,89.87,9.42,0.4,210.0,299.53,26.42,109.45,983.2,RICE YIELD (Kg per ha),2539.25
2213,66.15,23.35,10.5,210.0,299.53,20.57,117.93,854.8,RICE YIELD (Kg per ha),1048.07
2214,79.31,20.17,0.52,210.0,299.53,25.11,139.69,1074.1499999999999,RICE YIELD (Kg per ha),1568.31
2215,52.88,36.81,10.15,210.0,256.73999999999995,24.03142857142857,128.63714285714286,1074.1499999999999,RICE YIELD (Kg per ha),2129.71
2216,72.74,24.04,3.23,201.0,1272.75,169.99,128.82,575.0,RICE YIELD (Kg per ha),530.99
2217,78.29,19.33,2.38,201.0,0.0,195.12,121.09,1184.2,RICE YIELD (Kg per ha),1960.84
2218,73.01,24.94,2.06,201.0,1272.75,273.46,121.93,1078.1,RICE YIELD (Kg per ha),2174.74
2219,76.75,20.29,2.96,201.0,1272.75,260.28,120.53,913.0,RICE YIELD (Kg per ha),1489.81
2220,93.0,5.82,1.19,201.0,1272.75,229.36,129.48,794.7,RICE YIELD (Kg per ha),1117.75
2221,84.41,14.3,1.29,201.0,1272.75,267.96,138.69,809.4,RICE YIELD (Kg per ha),787.74
2222,82.52,16.53,0.94,201.0,1272.75,330.87,140.9,892.4,RICE YIELD (Kg per ha),2104.1
2223,60.1,33.52,6.37,201.0,1090.9285714285713,246.72,128.77714285714285,892.4,RICE YIELD (Kg per ha),2077.92
2224,61.08,30.05,8.87,277.0,1825.77,425.93,111.72,734.6,RICE YIELD (Kg per ha),960.82
2225,64.39,27.13,8.48,277.0,0.0,447.27,106.04,1583.9,RICE YIELD (Kg per ha),2163.59
2226,73.11,24.27,2.61,277.0,1825.77,481.02,117.93,1241.6,RICE YIELD (Kg per ha),1954.64
2227,77.99,18.1,3.91,277.0,1825.77,502.92,113.44,1102.8,RICE YIELD (Kg per ha),2024.25
2228,71.18,24.56,4.27,277.0,1825.77,464.54,107.19,901.0,RICE YIELD (Kg per ha),2078.92
2229,71.35,25.5,3.15,277.0,1825.77,570.61,120.38,873.4,RICE YIELD (Kg per ha),952.98
2230,71.29,26.37,2.34,277.0,1825.77,752.14,147.56,1072.8833333333332,RICE YIELD (Kg per ha),2172.16
2231,54.29,38.28,7.42,277.0,1564.945714285714,520.6328571428572,117.75142857142858,1072.8833333333332,RICE YIELD (Kg per ha),2021.3
2232,56.13,39.25,4.63,245.0,1361.7,204.23,104.49,632.1,RICE YIELD (Kg per ha),593.2
2233,77.09,18.45,4.46,245.0,0.0,277.76,115.38,1578.1,RICE YIELD (Kg per ha),1913.67
2234,91.47,7.39,1.14,245.0,1361.7,291.93,112.82,1176.5,RICE YIELD (Kg per ha),1960.28
2235,89.72,9.26,1.02,245.0,1361.7,296.24,112.57,1626.4,RICE YIELD (Kg per ha),2170.67
2236,89.61,9.99,0.43,245.0,1361.7,285.65,113.69,1431.2,RICE YIELD (Kg per ha),2288.57
2237,77.63,18.79,3.57,245.0,1361.7,287.82,122.33,1158.4,RICE YIELD (Kg per ha),1005.7
2238,81.85,17.34,0.81,245.0,1361.7,239.65,118.09,1267.1166666666668,RICE YIELD (Kg per ha),1423.84
2239,60.06,37.13,2.83,245.0,1167.1714285714286,269.04,114.19571428571429,1267.1166666666668,RICE YIELD (Kg per ha),1731.62
2240,54.47,31.79,13.75,164.0,1988.17,1405.63,136.65,1149.7,WHEAT YIELD (Kg per ha),994.69
2241,53.56,33.69,12.75,164.0,1988.17,1409.94,136.83,1282.3,WHEAT YIELD (Kg per ha),1115.68
2242,58.43,31.47,10.11,164.0,1988.17,1415.98,137.6,1092.1,WHEAT YIELD (Kg per ha),1087.1
2243,58.05,30.36,11.59,164.0,1639.34,1431.3,138.89,1568.0,WHEAT YIELD (Kg per ha),1043.06
2244,56.7,33.33,9.97,164.0,1640.28,1438.76,140.21,1379.7,WHEAT YIELD (Kg per ha),1151.49
2245,57.14,32.69,10.17,164.0,1640.28,1438.03,139.61,1008.7,WHEAT YIELD (Kg per ha),1120.74
2246,54.12,35.04,10.85,164.0,1988.17,1467.94,141.39,1246.75,WHEAT YIELD (Kg per ha),1263.55
2247,56.47,33.03,10.49,164.0,1838.94,1429.6542857142856,138.74,1246.75,WHEAT YIELD (Kg per ha),1153.77
2248,52.94,30.45,16.61,194.0,3905.76,869.33,103.88,1623.2,WHEAT YIELD (Kg per ha),2000.0
2249,54.65,34.03,11.32,194.0,3905.76,844.83,103.86,1160.5,WHEAT YIELD (Kg per ha),1872.18
2250,57.88,30.65,11.47,194.0,3905.76,850.17,103.92,1542.6,WHEAT YIELD (Kg per ha),1976.0
2251,58.15,29.72,12.13,194.0,2350.0,853.63,104.04,1434.5,WHEAT YIELD (Kg per ha),1804.12
2252,56.73,31.08,12.2,194.0,2357.91,856.61,104.16,1476.6,WHEAT YIELD (Kg per ha),2296.3
2253,51.49,35.07,13.44,194.0,2357.91,844.52,104.03,1538.5,WHEAT YIELD (Kg per ha),2083.33
2254,54.07,33.01,12.91,194.0,3905.75,849.21,103.91,1462.6499999999999,WHEAT YIELD (Kg per ha),2265.58
2255,55.8,33.0,11.2,194.0,3241.2642857142855,852.6142857142858,103.97142857142858,1462.6499999999999,WHEAT YIELD (Kg per ha),1783.13
2256,58.2,29.21,12.59,201.0,2249.12,1181.8,125.63,1109.1,WHEAT YIELD (Kg per ha),1345.13
2257,60.44,28.08,11.48,201.0,2249.12,1160.96,123.56,1322.9,WHEAT YIELD (Kg per ha),1697.34
2258,64.93,29.39,5.68,201.0,2249.12,1184.23,126.41,1233.0,WHEAT YIELD (Kg per ha),1818.65
2259,62.71,29.44,7.85,201.0,1534.28,1191.32,125.83,1443.6,WHEAT YIELD (Kg per ha),1722.04
2260,62.99,27.35,9.66,201.0,1537.77,1220.67,127.99,1233.2,WHEAT YIELD (Kg per ha),2046.24
2261,65.03,26.57,8.4,201.0,1538.31,1161.84,122.59,921.4,WHEAT YIELD (Kg per ha),1756.14
2262,58.88,32.43,8.69,201.0,2249.12,1176.4,125.03,1210.5333333333335,WHEAT YIELD (Kg per ha),2038.28
2263,59.44,30.83,9.73,201.0,1943.8342857142857,1182.4600000000003,125.29142857142857,1210.5333333333335,WHEAT YIELD (Kg per ha),1625.61
2264,62.13,28.73,9.14,208.0,2147.07,1005.66,124.67,973.9,WHEAT YIELD (Kg per ha),1210.79
2265,67.09,25.31,7.6,208.0,2147.07,1031.79,128.25,1290.1,WHEAT YIELD (Kg per ha),1377.75
2266,68.78,26.12,5.1,208.0,2147.07,1028.36,128.15,1350.1,WHEAT YIELD (Kg per ha),1460.32
2267,70.4,24.37,5.24,208.0,1518.67,1006.84,125.37,1449.5,WHEAT YIELD (Kg per ha),1356.73
2268,68.95,25.54,5.51,208.0,1518.67,1005.75,125.08,1348.2,WHEAT YIELD (Kg per ha),1554.83
2269,65.29,27.88,6.84,208.0,1518.67,1008.59,125.84,1056.8,WHEAT YIELD (Kg per ha),1516.74
2270,64.18,29.12,6.69,208.0,2147.07,972.84,122.9,1244.7666666666667,WHEAT YIELD (Kg per ha),1549.23
2271,66.57,27.12,6.31,208.0,1877.7557142857145,1008.5471428571428,125.75142857142859,1244.7666666666667,WHEAT YIELD (Kg per ha),1374.7
2272,56.79,32.36,10.85,201.0,1298.51,561.76,108.81,988.3,WHEAT YIELD (Kg per ha),1617.65
2273,64.95,30.21,4.84,201.0,1298.51,559.25,108.7,1288.5,WHEAT YIELD (Kg per ha),1727.27
2274,66.99,28.42,4.59,201.0,1298.51,558.0,108.54,1237.3,WHEAT YIELD (Kg per ha),1767.44
2275,65.37,28.69,5.94,201.0,977.16,556.01,108.75,1221.3,WHEAT YIELD (Kg per ha),1724.14
2276,63.92,26.47,9.61,201.0,977.16,543.49,109.35,1227.8,WHEAT YIELD (Kg per ha),2071.82
2277,63.22,29.33,7.46,201.0,977.16,544.29,109.05,1192.1,WHEAT YIELD (Kg per ha),1727.53
2278,53.27,35.4,11.33,201.0,1298.52,557.24,108.87,1192.55,WHEAT YIELD (Kg per ha),1840.7
2279,64.35,28.02,7.63,201.0,1160.7900000000002,554.2914285714286,108.86714285714285,1192.55,WHEAT YIELD (Kg per ha),1728.83
2280,52.98,36.49,10.53,201.0,2201.21,647.31,114.08,596.7,WHEAT YIELD (Kg per ha),1144.7
2281,51.32,39.27,9.41,201.0,2201.21,656.92,114.36,1383.6,WHEAT YIELD (Kg per ha),1266.11
2282,62.71,32.25,5.04,201.0,2201.21,654.16,114.57,1122.5,WHEAT YIELD (Kg per ha),1662.83
2283,64.36,27.82,7.82,201.0,1279.33,658.63,114.82,809.0,WHEAT YIELD (Kg per ha),1543.89
2284,56.15,30.29,13.57,201.0,1280.85,662.45,114.74,840.0,WHEAT YIELD (Kg per ha),1676.02
2285,58.69,31.83,9.48,201.0,1280.85,643.07,114.67,989.8,WHEAT YIELD (Kg per ha),1403.85
2286,58.09,32.75,9.16,201.0,2201.21,649.79,115.11,956.9333333333334,WHEAT YIELD (Kg per ha),1589.23
2287,56.44,31.71,11.85,201.0,1806.552857142857,653.1899999999999,114.62142857142855,956.9333333333334,WHEAT YIELD (Kg per ha),1599.85
2288,58.39,35.9,5.71,254.0,1012.85,642.44,136.45,1351.5249999999999,WHEAT YIELD (Kg per ha),2086.66
2289,60.08,36.67,3.25,254.0,1012.85,669.33,141.11,1351.5249999999999,WHEAT YIELD (Kg per ha),2298.8
2290,62.76,33.48,3.76,254.0,1012.85,687.76,141.06,1283.7,WHEAT YIELD (Kg per ha),2779.79
2291,71.22,28.3,0.48,254.0,1012.85,732.47,147.83,2109.7,WHEAT YIELD (Kg per ha),2500.64
2292,68.7,29.84,1.45,254.0,1012.85,734.69,150.47,968.8,WHEAT YIELD (Kg per ha),2634.36
2293,70.2,28.26,1.54,254.0,1012.85,724.69,150.87,1043.9,WHEAT YIELD (Kg per ha),3084.16
2294,70.44,27.75,1.8,254.0,1012.85,761.43,155.95,1351.5249999999999,WHEAT YIELD (Kg per ha),3489.45
2295,65.4,32.37,2.22,254.0,1012.85,802.82,164.18,1351.5249999999999,WHEAT YIELD (Kg per ha),3449.05
2296,56.79,37.02,6.19,201.0,924.5,335.51,124.36,1170.7749999999999,WHEAT YIELD (Kg per ha),1516.56
2297,57.86,39.38,2.76,201.0,924.5,343.82,124.87,1170.7749999999999,WHEAT YIELD (Kg per ha),1312.78
2298,64.82,33.26,1.92,201.0,924.5,351.51,124.4,1173.6,WHEAT YIELD (Kg per ha),1294.76
2299,54.05,42.82,3.14,201.0,924.5,346.75,124.27,1428.8,WHEAT YIELD (Kg per ha),1304.22
2300,59.34,38.4,2.26,201.0,924.5,346.26,125.13,1076.0,WHEAT YIELD (Kg per ha),1473.68
2301,58.57,38.67,2.75,201.0,924.5,342.65,130.96,1004.7,WHEAT YIELD (Kg per ha),1350.0
2302,61.02,37.53,1.45,201.0,924.5,344.65,123.67,1170.7749999999999,WHEAT YIELD (Kg per ha),1828.57
2303,61.9,36.15,1.94,201.0,924.5,334.84,120.79,1170.7749999999999,WHEAT YIELD (Kg per ha),2485.96
2304,62.57,26.44,10.99,231.0,1184.92,655.69,133.93,1106.75,WHEAT YIELD (Kg per ha),3396.51
2305,64.4,26.72,8.88,231.0,1184.92,675.92,135.28,1106.75,WHEAT YIELD (Kg per ha),2283.7
2306,66.86,27.05,6.09,231.0,1184.92,706.25,137.96,1078.7,WHEAT YIELD (Kg per ha),3166.2
2307,72.75,23.46,3.79,231.0,1184.92,720.37,140.83,1408.0,WHEAT YIELD (Kg per ha),2275.35
2308,66.59,27.16,6.25,231.0,1184.92,725.17,142.16,807.0,WHEAT YIELD (Kg per ha),2935.48
2309,68.37,25.96,5.67,231.0,1184.92,726.9,142.77,1133.3,WHEAT YIELD (Kg per ha),3854.55
2310,71.2,22.3,6.5,231.0,1184.92,714.83,140.59,1106.75,WHEAT YIELD (Kg per ha),3229.05
2311,68.36,23.9,7.75,231.0,1184.92,733.79,145.45,1106.75,WHEAT YIELD (Kg per ha),3420.99
2312,53.57,37.98,8.45,245.0,513.65,419.51,136.37,1195.45,WHEAT YIELD (Kg per ha),3297.96
2313,60.27,34.64,5.09,245.0,513.65,424.51,137.48,1195.45,WHEAT YIELD (Kg per ha),3981.13
2314,59.95,37.45,2.6,245.0,513.65,442.86,142.68,1039.5,WHEAT YIELD (Kg per ha),2936.83
2315,64.18,32.17,3.65,245.0,513.65,471.78,152.53,1821.0,WHEAT YIELD (Kg per ha),2125.36
2316,67.51,28.71,3.77,245.0,513.65,467.49,150.66,915.2,WHEAT YIELD (Kg per ha),3244.68
2317,68.1,27.56,4.34,245.0,513.65,496.83,160.36,1006.1,WHEAT YIELD (Kg per ha),4084.21
2318,62.68,30.79,6.53,245.0,513.65,484.04,155.92,1195.45,WHEAT YIELD (Kg per ha),4040.0
2319,63.44,30.59,5.97,245.0,513.65,480.99,155.6,1195.45,WHEAT YIELD (Kg per ha),3485.98
2320,58.04,36.74,5.22,240.0,875.4,535.89,139.38,1186.8,WHEAT YIELD (Kg per ha),914.06
2321,62.07,34.19,3.74,240.0,875.4,538.44,135.34,1186.8,WHEAT YIELD (Kg per ha),1102.94
2322,62.49,33.82,3.68,240.0,875.4,561.34,140.11,1118.5,WHEAT YIELD (Kg per ha),2832.94
2323,70.72,28.24,1.04,240.0,875.4,578.04,145.65,1734.7,WHEAT YIELD (Kg per ha),2257.57
2324,68.92,29.59,1.49,240.0,875.4,577.89,144.92,880.3,WHEAT YIELD (Kg per ha),2888.89
2325,70.03,28.48,1.49,240.0,875.4,563.18,144.23,1013.7,WHEAT YIELD (Kg per ha),2408.7
2326,74.76,22.94,2.3,240.0,875.4,571.08,144.98,1186.8,WHEAT YIELD (Kg per ha),2947.02
2327,76.28,20.84,2.88,240.0,875.4,594.53,153.7,1186.8,WHEAT YIELD (Kg per ha),2610.0
2328,73.66,24.61,1.73,194.0,1324.5,606.12,139.33,1410.225,WHEAT YIELD (Kg per ha),723.45
2329,69.69,28.83,1.48,194.0,1324.5,615.02,141.94,1410.225,WHEAT YIELD (Kg per ha),754.41
2330,74.88,23.89,1.23,194.0,1324.5,610.11,141.74,1387.9,WHEAT YIELD (Kg per ha),1624.0
2331,73.27,25.83,0.9,194.0,1324.5,614.56,142.82,1828.1,WHEAT YIELD (Kg per ha),1697.45
2332,66.87,32.15,0.99,194.0,1324.5,617.03,145.06,1229.1,WHEAT YIELD (Kg per ha),1384.62
2333,73.99,25.16,0.85,194.0,1324.5,601.93,142.57,1195.8,WHEAT YIELD (Kg per ha),1922.22
2334,71.0,27.97,1.03,194.0,1324.49,606.03,144.02,1410.225,WHEAT YIELD (Kg per ha),2755.1
2335,72.23,26.89,0.88,194.0,1324.49,594.81,146.49,1410.225,WHEAT YIELD (Kg per ha),2533.33
2336,42.52,51.98,5.5,194.0,1022.76,829.65,151.69,1119.5,WHEAT YIELD (Kg per ha),1081.16
2337,46.29,50.42,3.29,194.0,1022.76,876.58,160.09,1119.5,WHEAT YIELD (Kg per ha),1476.98
2338,44.51,54.06,1.43,194.0,1022.76,860.75,156.99,912.3,WHEAT YIELD (Kg per ha),2106.82
