,NITROGEN SHARE IN NPK (Percent),PHOSPHATE SHARE IN NPK (Percent),POTASH SHARE IN NPK (Percent),LENGTH OF GROWING PERIOD DAYS (Number),TOTAL AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),ANNUAL RAINFALL (Millimeters),crop_name,crop_yield
1018,64.28,31.67,4.05,97.0,1361.1466666666668,695.3383333333335,111.63,367.2,RICE YIELD (Kg per ha),0.0
1019,63.24,32.54,4.21,97.0,1361.1466666666668,695.3383333333335,111.63,934.1,RICE YIELD (Kg per ha),0.0
1020,61.1,33.23,5.68,97.0,1348.92,671.85,105.44,541.5,RICE YIELD (Kg per ha),0.0
1021,65.76,29.78,4.46,97.0,1348.92,641.11,103.98,450.0,RICE YIELD (Kg per ha),0.0
1022,58.34,36.05,5.61,97.0,1348.92,667.73,108.89,573.2,RICE YIELD (Kg per ha),0.0
1023,57.93,36.05,6.02,97.0,1348.92,686.94,111.66,573.2,RICE YIELD (Kg per ha),0.0
1024,58.55,34.95,6.5,118.0,1114.4,1004.6,145.7,793.95,RICE YIELD (Kg per ha),0.0
1025,60.81,33.98,5.22,118.0,1114.4,1022.9,148.42,793.95,RICE YIELD (Kg per ha),2500.0
1026,63.8,32.13,4.07,118.0,1142.2666666666667,1022.15,149.70333333333332,429.8,RICE YIELD (Kg per ha),0.0
1027,65.09,30.58,4.33,118.0,1142.2666666666667,1022.15,149.70333333333332,1192.4,RICE YIELD (Kg per ha),0.0
1028,64.08,30.57,5.35,118.0,1156.2,1089.1,158.67,930.4,RICE YIELD (Kg per ha),0.0
1029,62.97,31.84,5.19,118.0,1156.2,945.5,143.0,623.2,RICE YIELD (Kg per ha),0.0
1030,61.62,31.69,6.69,118.0,1156.2,1024.0,149.97,793.95,RICE YIELD (Kg per ha),0.0
1031,61.51,31.79,6.7,118.0,1156.2,1046.8,152.46,793.95,RICE YIELD (Kg per ha),0.0
1032,76.95,15.01,8.04,178.0,716.6,773.1,152.27,748.0,RICE YIELD (Kg per ha),2280.81
1033,81.32,12.63,6.05,178.0,716.6,815.1,160.26,748.0,RICE YIELD (Kg per ha),2241.93
1034,87.23,7.68,5.09,178.0,706.9200000000001,826.3766666666667,164.69333333333333,644.4,RICE YIELD (Kg per ha),2474.36
1035,86.72,8.89,4.4,178.0,706.9200000000001,826.3766666666667,164.69333333333333,1027.2,RICE YIELD (Kg per ha),2477.4
1036,84.04,11.0,4.96,178.0,702.08,769.43,158.07,800.8,RICE YIELD (Kg per ha),2645.17
1037,85.19,9.93,4.88,178.0,702.08,857.72,167.88,519.6,RICE YIELD (Kg per ha),2621.91
1038,86.19,9.1,4.7,178.0,702.08,864.22,172.33,748.0,RICE YIELD (Kg per ha),2647.59
1039,84.37,10.92,4.71,178.0,702.08,878.69,177.35,748.0,RICE YIELD (Kg per ha),2594.81
1040,70.38,27.04,2.58,80.0,4565.2,691.3,105.11,420.05,RICE YIELD (Kg per ha),0.0
1041,76.45,22.55,1.0,80.0,4565.2,738.2,105.14,420.05,RICE YIELD (Kg per ha),0.0
1042,80.24,18.43,1.33,80.0,4565.2,755.8333333333334,108.31333333333333,253.4,RICE YIELD (Kg per ha),0.0
1043,77.83,20.64,1.52,80.0,4565.2,755.8333333333334,108.31333333333333,652.1,RICE YIELD (Kg per ha),0.0
1044,76.99,20.7,2.31,80.0,4565.2,705.6,110.03,290.8,RICE YIELD (Kg per ha),0.0
1045,76.11,22.22,1.67,80.0,4565.2,785.1,109.51,483.9,RICE YIELD (Kg per ha),0.0
1046,75.68,21.95,2.36,80.0,4565.2,805.4,109.74,420.05,RICE YIELD (Kg per ha),0.0
1047,73.26,23.03,3.71,80.0,4565.2,809.4,110.35,420.05,RICE YIELD (Kg per ha),0.0
1048,71.94,22.88,5.17,150.0,1102.01,1067.84,131.04,704.6999999999999,RICE YIELD (Kg per ha),2203.86
1049,76.11,20.3,3.59,150.0,1102.01,1086.09,133.03,704.6999999999999,RICE YIELD (Kg per ha),1991.67
1050,82.64,14.96,2.4,150.0,1105.4566666666667,1105.3633333333335,143.3116666666667,456.7,RICE YIELD (Kg per ha),2300.18
1051,81.12,16.02,2.86,150.0,1105.4566666666667,1105.3633333333335,143.3116666666667,904.9,RICE YIELD (Kg per ha),2164.91
1052,81.87,14.4,3.73,150.0,1107.18,1064.61,149.91,768.9,RICE YIELD (Kg per ha),2525.58
1053,80.07,16.74,3.19,150.0,1107.18,1119.48,148.56,688.3,RICE YIELD (Kg per ha),2271.73
1054,79.3,16.81,3.89,150.0,1107.18,1130.82,147.06,704.6999999999999,RICE YIELD (Kg per ha),1879.08
1055,78.65,18.03,3.31,150.0,1107.18,1163.34,150.27,704.6999999999999,RICE YIELD (Kg per ha),2030.04
1056,78.19,19.08,2.72,170.0,892.2,672.2,133.24,788.075,RICE YIELD (Kg per ha),871.6
1057,78.25,17.78,3.97,170.0,892.2,714.5,140.54,788.075,RICE YIELD (Kg per ha),1149.18
1058,86.42,12.66,0.91,170.0,887.68,712.3083333333334,143.65333333333334,778.7,RICE YIELD (Kg per ha),1565.96
1059,86.09,12.83,1.07,170.0,887.68,712.3083333333334,143.65333333333334,1103.5,RICE YIELD (Kg per ha),1323.26
1060,84.8,12.85,2.35,170.0,885.42,719.07,148.07,785.8,RICE YIELD (Kg per ha),962.05
1061,88.12,10.2,1.69,170.0,885.42,671.19,137.06,484.3,RICE YIELD (Kg per ha),885.67
1062,87.71,10.33,1.96,170.0,885.42,748.48,151.52,788.075,RICE YIELD (Kg per ha),1207.35
1063,86.41,11.92,1.67,170.0,885.42,748.41,151.49,788.075,RICE YIELD (Kg per ha),1126.36
1064,57.81,32.33,9.85,134.0,1120.3,985.7,121.48,616.6,RICE YIELD (Kg per ha),0.0
1065,63.22,29.94,6.84,134.0,1120.3,932.0,119.36,616.6,RICE YIELD (Kg per ha),0.0
1066,63.82,29.75,6.43,134.0,1120.4399999999998,915.4566666666666,116.82666666666667,340.5,RICE YIELD (Kg per ha),0.0
1067,67.98,26.16,5.85,134.0,1120.4399999999998,915.4566666666666,116.82666666666667,1028.0,RICE YIELD (Kg per ha),0.0
1068,67.75,25.95,6.31,134.0,1120.51,907.18,114.41,509.2,RICE YIELD (Kg per ha),0.0
1069,65.23,27.75,7.02,134.0,1120.51,875.16,114.91,588.7,RICE YIELD (Kg per ha),0.0
1070,61.71,29.77,8.52,134.0,1120.51,847.27,109.36,616.6,RICE YIELD (Kg per ha),0.0
1071,61.65,31.06,7.29,134.0,1120.51,945.43,121.44,616.6,RICE YIELD (Kg per ha),0.0
1072,61.31,24.6,14.1,165.0,739.0,626.8,134.54,904.3000000000001,RICE YIELD (Kg per ha),2142.86
1073,65.54,22.01,12.45,165.0,739.0,643.3,135.49,904.3000000000001,RICE YIELD (Kg per ha),2373.13
1074,73.97,18.58,7.45,165.0,743.0,672.3166666666667,141.00666666666666,792.1,RICE YIELD (Kg per ha),2216.22
1075,71.88,18.76,9.36,165.0,743.0,672.3166666666667,141.00666666666666,1134.7,RICE YIELD (Kg per ha),2119.05
1076,70.32,18.97,10.71,165.0,745.0,689.2,143.2,939.8,RICE YIELD (Kg per ha),1723.26
1077,67.84,20.11,12.05,165.0,745.0,689.3,142.54,750.6,RICE YIELD (Kg per ha),2678.65
1078,67.7,19.03,13.27,165.0,745.0,685.9,142.81,904.3000000000001,RICE YIELD (Kg per ha),2756.13
1079,68.34,19.87,11.79,165.0,745.0,699.4,147.46,904.3000000000001,RICE YIELD (Kg per ha),3448.97
1080,50.85,26.79,22.36,180.0,785.3,504.8,116.37,1131.275,RICE YIELD (Kg per ha),2213.44
1081,54.84,25.09,20.07,180.0,785.3,522.7,120.27,1131.275,RICE YIELD (Kg per ha),2462.05
1082,59.87,22.52,17.61,180.0,772.9,484.45,118.13,816.9,RICE YIELD (Kg per ha),2448.06
1083,61.01,21.9,17.09,180.0,772.9,484.45,118.13,1958.7,RICE YIELD (Kg per ha),2432.11
1084,59.11,23.69,17.21,180.0,766.7,459.4,116.9,849.6,RICE YIELD (Kg per ha),2397.99
1085,61.53,21.11,17.36,180.0,766.7,485.1,118.98,899.9,RICE YIELD (Kg per ha),2181.89
1086,59.77,21.98,18.26,180.0,766.7,465.3,119.03,1131.275,RICE YIELD (Kg per ha),2598.74
1087,58.19,22.03,19.78,180.0,766.7,469.4,117.23,1131.275,RICE YIELD (Kg per ha),2589.32
1088,68.86,28.44,2.7,180.0,1048.9,882.1,119.49,477.0,RICE YIELD (Kg per ha),0.0
1089,73.95,24.18,1.87,180.0,1048.9,818.8,109.74,477.0,RICE YIELD (Kg per ha),2400.0
1090,72.51,26.39,1.1,180.0,1048.8799999999999,880.4083333333334,121.23,330.7,RICE YIELD (Kg per ha),2000.0
1091,74.7,23.74,1.56,180.0,1048.8799999999999,880.4083333333334,121.23,672.3,RICE YIELD (Kg per ha),1565.22
1092,74.59,22.92,2.49,180.0,1048.87,917.97,126.23,530.1,RICE YIELD (Kg per ha),0.0
1093,72.83,25.37,1.79,180.0,1048.87,932.14,126.61,374.9,RICE YIELD (Kg per ha),2515.15
1094,71.58,25.87,2.55,180.0,1048.87,873.21,123.81,477.0,RICE YIELD (Kg per ha),2596.77
1095,70.83,26.92,2.25,180.0,1048.87,858.23,121.5,477.0,RICE YIELD (Kg per ha),1853.77
1096,56.58,39.92,3.5,104.0,842.94,775.45,169.94,657.3,RICE YIELD (Kg per ha),2000.0
1097,50.17,42.8,7.04,104.0,843.05,640.14,142.55,663.4,RICE YIELD (Kg per ha),2000.0
1098,64.5,32.87,2.63,104.0,843.05,664.06,146.18,612.0,RICE YIELD (Kg per ha),1000.0
1099,63.55,35.97,0.48,104.0,842.99,753.79,164.59,558.6,RICE YIELD (Kg per ha),1000.0
1100,65.96,32.4,1.64,104.0,842.99,645.56,145.33,572.9,RICE YIELD (Kg per ha),2000.0
1101,61.01,38.23,0.76,104.0,842.99,559.43,126.94,461.9,RICE YIELD (Kg per ha),0.0
1102,66.53,33.09,0.38,104.0,842.99,717.93,159.44,587.6833333333333,RICE YIELD (Kg per ha),2285.71
1103,62.47,37.17,0.37,104.0,842.99,583.26,132.95,587.6833333333333,RICE YIELD (Kg per ha),2333.33
1104,66.01,31.29,2.71,120.0,783.28,859.22,169.41,820.0,RICE YIELD (Kg per ha),2026.32
1105,66.59,32.26,1.15,120.0,783.28,854.28,168.93,647.1,RICE YIELD (Kg per ha),1868.42
1106,70.66,28.44,0.89,120.0,783.28,852.89,169.38,598.7,RICE YIELD (Kg per ha),1759.49
1107,79.84,20.07,0.09,120.0,783.28,866.86,172.54,663.0,RICE YIELD (Kg per ha),2150.0
1108,71.87,27.45,0.68,120.0,783.28,855.16,172.18,436.5,RICE YIELD (Kg per ha),2200.0
1109,69.93,28.58,1.49,120.0,783.28,871.84,177.01,518.2,RICE YIELD (Kg per ha),2000.0
1110,79.46,19.59,0.94,120.0,783.28,870.67,176.83,613.9166666666666,RICE YIELD (Kg per ha),2289.47
1111,84.2,12.8,3.0,120.0,783.28,847.27,174.24,613.9166666666666,RICE YIELD (Kg per ha),2367.09
1112,78.47,20.47,1.06,177.0,589.48,422.09,149.06,628.0,RICE YIELD (Kg per ha),673.37
1113,81.81,17.18,1.01,177.0,589.46,430.22,150.8,1089.7,RICE YIELD (Kg per ha),1297.65
1114,81.75,16.91,1.34,177.0,589.46,435.99,152.01,1087.6,RICE YIELD (Kg per ha),1071.85
1115,81.71,17.3,0.98,177.0,589.46,446.21,154.53,1058.6,RICE YIELD (Kg per ha),982.68
1116,80.47,18.21,1.32,177.0,589.46,442.25,154.1,722.4,RICE YIELD (Kg per ha),657.08
1117,76.98,21.21,1.81,177.0,589.46,438.03,152.37,680.1,RICE YIELD (Kg per ha),520.72
1118,80.24,18.73,1.03,177.0,589.46,443.9,153.39,877.7333333333332,RICE YIELD (Kg per ha),1055.47
1119,83.93,14.8,1.27,177.0,589.46,442.93,153.7,877.7333333333332,RICE YIELD (Kg per ha),1022.5
1120,80.95,15.44,3.61,58.0,2817.33,1979.41,110.43,550.8,RICE YIELD (Kg per ha),0.0
1121,78.03,21.4,0.57,58.0,2817.33,1867.56,109.28,442.4,RICE YIELD (Kg per ha),0.0
1122,80.24,18.77,0.99,58.0,2817.33,1646.0,110.34,223.0,RICE YIELD (Kg per ha),0.0
1123,93.33,6.43,0.24,58.0,2817.33,1897.02,110.79,405.4,RICE YIELD (Kg per ha),0.0
1124,88.74,10.55,0.72,58.0,2817.33,1604.2,111.93,229.2,RICE YIELD (Kg per ha),0.0
1125,84.18,14.63,1.2,58.0,2817.33,1846.1,112.05,454.6,RICE YIELD (Kg per ha),0.0
1126,81.08,16.88,2.04,58.0,2817.42,1893.14,113.29,384.2333333333333,RICE YIELD (Kg per ha),0.0
1127,82.99,15.21,1.81,58.0,2817.42,1909.39,114.04,384.2333333333333,RICE YIELD (Kg per ha),0.0
1128,58.76,37.07,4.18,180.0,807.64,823.13,148.86,790.3,RICE YIELD (Kg per ha),2018.02
1129,65.71,33.18,1.11,180.0,807.64,821.74,148.33,751.6,RICE YIELD (Kg per ha),2380.14
1130,74.22,24.37,1.42,180.0,807.64,817.0,147.41,724.7,RICE YIELD (Kg per ha),1959.73
1131,80.19,19.8,0.01,180.0,807.64,836.91,151.41,550.7,RICE YIELD (Kg per ha),2004.24
1132,76.39,23.07,0.55,180.0,807.64,832.14,151.46,485.6,RICE YIELD (Kg per ha),2193.18
1133,75.97,23.6,0.43,180.0,807.64,851.27,155.32,549.1,RICE YIELD (Kg per ha),2291.19
1134,80.99,18.69,0.32,180.0,807.64,836.66,153.06,642.0,RICE YIELD (Kg per ha),2283.62
1135,74.66,24.62,0.72,180.0,807.62,823.02,151.69,642.0,RICE YIELD (Kg per ha),2209.1
1136,67.34,30.9,1.76,150.0,1050.89,732.97,165.3,732.3,RICE YIELD (Kg per ha),2025.64
1137,70.09,27.41,2.49,150.0,1050.89,624.25,146.53,734.2,RICE YIELD (Kg per ha),1864.86
1138,74.36,22.72,2.92,150.0,1050.89,643.03,150.01,641.0,RICE YIELD (Kg per ha),1730.77
1139,76.24,22.76,1.0,150.0,1050.89,679.89,156.43,691.1,RICE YIELD (Kg per ha),2172.41
1140,72.96,25.14,1.9,150.0,1050.89,639.12,152.11,748.5,RICE YIELD (Kg per ha),2196.08
1141,71.38,27.48,1.14,150.0,1050.89,600.44,137.75,547.8,RICE YIELD (Kg per ha),2000.0
1142,72.63,26.69,0.68,150.0,1050.89,677.44,152.81,682.4833333333332,RICE YIELD (Kg per ha),2289.32
1143,80.32,18.82,0.86,150.0,1050.89,610.93,143.41,682.4833333333332,RICE YIELD (Kg per ha),2366.32
1144,66.11,32.61,1.28,44.0,3041.76,1880.27,114.18,420.8,RICE YIELD (Kg per ha),2000.0
1145,67.24,30.17,2.59,44.0,3041.76,1884.22,115.67,340.8,RICE YIELD (Kg per ha),2000.0
1146,71.84,27.86,0.3,44.0,3041.75,1807.41,117.18,320.2,RICE YIELD (Kg per ha),1666.67
1147,74.07,25.73,0.21,44.0,3041.75,2017.1,119.96,303.6,RICE YIELD (Kg per ha),2000.0
1148,72.83,26.82,0.36,44.0,3041.75,1928.36,121.58,271.9,RICE YIELD (Kg per ha),2000.0
1149,70.7,29.09,0.21,44.0,3041.75,2050.9,124.12,480.2,RICE YIELD (Kg per ha),1500.0
1150,73.27,26.49,0.25,44.0,3041.75,2026.12,123.86,356.25,RICE YIELD (Kg per ha),2250.0
1151,67.4,31.91,0.7,44.0,3041.75,1967.14,126.31,356.25,RICE YIELD (Kg per ha),0.0
1152,65.99,32.16,1.86,201.0,581.94,443.92,169.84,657.3,RICE YIELD (Kg per ha),1876.42
1153,68.32,29.75,1.93,201.0,581.94,461.37,175.65,841.4,RICE YIELD (Kg per ha),1631.86
1154,72.3,26.3,1.4,201.0,581.94,464.27,177.07,594.9,RICE YIELD (Kg per ha),1977.21
1155,78.27,21.57,0.17,201.0,581.94,456.52,172.6,896.6,RICE YIELD (Kg per ha),2441.47
1156,76.07,23.56,0.37,201.0,581.94,467.96,176.45,756.6,RICE YIELD (Kg per ha),2220.84
1157,70.65,28.95,0.4,201.0,581.94,482.0,181.42,796.3,RICE YIELD (Kg per ha),2228.3
1158,74.82,24.45,0.73,201.0,581.94,495.95,185.1,757.1833333333334,RICE YIELD (Kg per ha),2672.73
1159,75.98,23.3,0.72,201.0,581.94,482.46,181.11,757.1833333333334,RICE YIELD (Kg per ha),2831.55
1160,67.04,29.56,3.4,194.0,886.63,610.23,164.56,828.3,RICE YIELD (Kg per ha),2018.19
1161,69.38,27.58,3.04,194.0,886.63,598.92,161.7,861.0,RICE YIELD (Kg per ha),1882.79
1162,73.11,24.74,2.15,194.0,886.63,613.51,165.51,761.7,RICE YIELD (Kg per ha),1761.85
1163,75.23,23.55,1.21,194.0,886.64,637.39,169.12,930.4,RICE YIELD (Kg per ha),2133.93
1164,72.13,26.11,1.77,194.0,886.64,643.47,170.01,841.3,RICE YIELD (Kg per ha),2178.02
1165,63.5,34.96,1.54,194.0,886.64,646.53,169.31,685.0,RICE YIELD (Kg per ha),2015.79
1166,68.5,30.01,1.49,194.0,886.65,677.15,174.89,817.9499999999999,RICE YIELD (Kg per ha),1590.23
1167,70.95,26.73,2.32,194.0,886.65,673.34,175.47,817.9499999999999,RICE YIELD (Kg per ha),2314.17
1168,68.74,30.5,0.76,60.0,1385.9,1575.08,134.34,647.8,RICE YIELD (Kg per ha),0.0
1169,71.61,27.43,0.96,60.0,1385.9,1527.96,131.23,659.9,RICE YIELD (Kg per ha),0.0
1170,76.65,22.57,0.78,60.0,1385.9,1354.57,117.45,429.8,RICE YIELD (Kg per ha),0.0
1171,78.83,21.17,0.0,60.0,1385.91,1624.58,138.35,467.9,RICE YIELD (Kg per ha),0.0
1172,79.43,20.48,0.08,60.0,1385.91,1452.32,126.29,480.9,RICE YIELD (Kg per ha),0.0
1173,76.58,23.17,0.25,60.0,1385.91,1375.7,119.12,536.1,RICE YIELD (Kg per ha),0.0
1174,78.07,21.92,0.0,60.0,1385.91,1470.91,127.77,537.0666666666666,RICE YIELD (Kg per ha),0.0
1175,81.34,18.26,0.39,60.0,1385.91,1353.23,119.35,537.0666666666666,RICE YIELD (Kg per ha),0.0
1176,77.35,22.42,0.23,170.0,385.59,186.67,141.82,607.8,RICE YIELD (Kg per ha),659.87
1177,78.24,20.52,1.25,170.0,385.59,199.89,148.65,964.1,RICE YIELD (Kg per ha),777.58
1178,78.47,18.03,3.5,170.0,385.59,199.93,149.21,929.5,RICE YIELD (Kg per ha),945.01
1179,78.11,20.83,1.06,170.0,385.59,203.07,151.13,955.3,RICE YIELD (Kg per ha),1096.11
1180,80.59,18.11,1.28,170.0,385.59,193.5,148.23,647.0,RICE YIELD (Kg per ha),696.88
1181,84.54,14.24,1.21,170.0,385.59,189.5,143.57,693.0,RICE YIELD (Kg per ha),673.59
1182,65.91,32.32,1.77,170.0,385.67,195.93,145.65,799.4499999999999,RICE YIELD (Kg per ha),1268.54
1183,86.84,12.13,1.03,170.0,385.67,196.19,146.02,799.4499999999999,RICE YIELD (Kg per ha),1149.47
1184,66.66,30.56,2.79,58.0,2063.59,2350.87,146.72,325.8,RICE YIELD (Kg per ha),3576.14
1185,66.45,31.04,2.51,58.0,2063.65,2327.54,144.77,371.1,RICE YIELD (Kg per ha),3165.71
1186,73.47,24.98,1.55,58.0,2063.66,2384.96,148.11,258.8,RICE YIELD (Kg per ha),2746.64
1187,77.76,22.23,0.01,58.0,2063.66,2510.24,154.56,233.3,RICE YIELD (Kg per ha),3800.81
1188,77.09,21.83,1.08,58.0,2063.67,2526.23,155.49,351.1,RICE YIELD (Kg per ha),3529.17
1189,68.47,30.78,0.74,58.0,2063.67,2654.09,159.93,378.9,RICE YIELD (Kg per ha),2898.91
1190,72.38,26.69,0.93,58.0,2063.67,2498.51,154.78,319.8333333333333,RICE YIELD (Kg per ha),2908.67
1191,68.32,28.93,2.75,58.0,2063.67,2482.79,156.27,319.8333333333333,RICE YIELD (Kg per ha),3017.4
1192,65.83,29.66,4.51,111.0,1446.93,1564.13,171.15,752.3,RICE YIELD (Kg per ha),0.0
1193,67.26,30.11,2.63,111.0,1446.93,1474.75,162.82,666.6,RICE YIELD (Kg per ha),0.0
1194,71.39,26.62,1.99,111.0,1446.93,1391.49,156.22,634.9,RICE YIELD (Kg per ha),0.0
1195,77.9,21.62,0.48,111.0,1446.95,1496.88,167.01,645.1,RICE YIELD (Kg per ha),0.0
1196,72.92,26.46,0.63,111.0,1446.95,1424.92,160.57,574.0,RICE YIELD (Kg per ha),0.0
1197,70.25,29.22,0.53,111.0,1446.95,1306.06,150.9,472.1,RICE YIELD (Kg per ha),0.0
1198,75.62,23.94,0.44,111.0,1446.95,1413.79,159.92,624.1666666666666,RICE YIELD (Kg per ha),0.0
1199,71.73,26.83,1.44,111.0,1455.49,1248.63,146.7,624.1666666666666,RICE YIELD (Kg per ha),0.0
1200,76.66,22.57,0.78,28.0,3839.15,877.59,120.93,378.8,RICE YIELD (Kg per ha),0.0
1201,77.87,21.5,0.63,28.0,3839.15,848.11,121.44,308.1,RICE YIELD (Kg per ha),0.0
1202,74.86,24.44,0.7,28.0,3839.15,843.98,126.5,224.6,RICE YIELD (Kg per ha),0.0
1203,76.28,23.54,0.18,28.0,3839.15,961.11,128.62,237.1,RICE YIELD (Kg per ha),0.0
1204,75.6,22.92,1.48,28.0,3839.15,870.76,125.89,114.2,RICE YIELD (Kg per ha),0.0
1205,74.1,25.6,0.3,28.0,3839.15,1027.86,128.1,344.7,RICE YIELD (Kg per ha),0.0
1206,70.24,29.39,0.37,28.0,3839.15,1084.08,130.82,267.9166666666667,RICE YIELD (Kg per ha),0.0
1207,70.55,28.71,0.74,28.0,3839.15,1120.47,133.38,267.9166666666667,RICE YIELD (Kg per ha),0.0
1208,84.19,14.2,1.61,90.0,1056.6,1125.53,160.94,830.6,RICE YIELD (Kg per ha),0.0
1209,79.87,19.41,0.72,90.0,1056.6,911.14,133.62,689.3,RICE YIELD (Kg per ha),0.0
1210,81.21,16.62,2.17,90.0,1056.61,895.03,135.23,283.1,RICE YIELD (Kg per ha),0.0
1211,88.16,9.98,1.87,90.0,1056.61,972.81,140.84,607.5,RICE YIELD (Kg per ha),0.0
1212,85.17,12.24,2.59,90.0,1056.61,867.68,133.69,355.2,RICE YIELD (Kg per ha),0.0
1213,83.59,14.02,2.38,90.0,1056.61,921.72,137.94,690.2,RICE YIELD (Kg per ha),0.0
1214,83.03,14.03,2.94,90.0,1056.61,948.52,141.99,575.9833333333333,RICE YIELD (Kg per ha),0.0
1215,79.45,16.53,4.02,90.0,1056.61,943.31,141.04,575.9833333333333,RICE YIELD (Kg per ha),0.0
1216,56.0,40.45,3.55,194.0,632.24,569.61,173.68,621.9,RICE YIELD (Kg per ha),2558.95
1217,57.31,41.3,1.39,194.0,632.24,601.34,181.0,1227.8,RICE YIELD (Kg per ha),4101.12
1218,63.53,35.57,0.9,194.0,632.24,614.32,183.9,689.9,RICE YIELD (Kg per ha),1765.43
1219,71.64,28.25,0.11,194.0,632.24,646.73,191.5,1438.8,RICE YIELD (Kg per ha),2145.63
1220,69.82,29.43,0.75,194.0,632.24,614.05,182.45,880.9,RICE YIELD (Kg per ha),2185.76
1221,62.94,36.55,0.51,194.0,632.24,635.01,187.62,1164.6,RICE YIELD (Kg per ha),2021.47
1222,71.81,27.04,1.15,194.0,632.23,642.81,190.18,1003.9833333333332,RICE YIELD (Kg per ha),1818.72
1223,67.87,31.36,0.77,194.0,632.23,636.4,189.22,1003.9833333333332,RICE YIELD (Kg per ha),2884.81
1224,73.09,25.93,0.98,90.0,591.54,733.88,172.85,763.6,RICE YIELD (Kg per ha),0.0
1225,76.27,22.77,0.96,90.0,591.54,667.78,160.12,678.1,RICE YIELD (Kg per ha),0.0
1226,80.25,18.69,1.06,90.0,591.54,644.04,157.86,457.8,RICE YIELD (Kg per ha),0.0
1227,82.67,17.21,0.11,90.0,591.54,706.65,170.2,485.6,RICE YIELD (Kg per ha),0.0
1228,85.07,14.49,0.44,90.0,591.54,654.34,160.42,464.1,RICE YIELD (Kg per ha),0.0
1229,87.85,11.82,0.34,90.0,591.54,635.49,157.5,472.9,RICE YIELD (Kg per ha),0.0
1230,85.56,14.27,0.17,90.0,591.54,627.52,156.69,553.6833333333334,RICE YIELD (Kg per ha),0.0
1231,78.09,21.46,0.45,90.0,591.54,607.55,155.44,553.6833333333334,RICE YIELD (Kg per ha),0.0
1232,59.69,35.32,4.99,88.0,2256.41,1580.13,115.2,478.1,RICE YIELD (Kg per ha),0.0
1233,60.52,37.69,1.79,88.0,2256.41,1516.33,113.07,406.9,RICE YIELD (Kg per ha),0.0
1234,67.87,29.53,2.6,88.0,2256.41,1449.04,115.42,348.8,RICE YIELD (Kg per ha),0.0
1235,67.87,31.62,0.51,88.0,2256.41,1648.41,119.67,492.7,RICE YIELD (Kg per ha),0.0
1236,68.0,30.38,1.62,88.0,2256.41,1589.68,120.8,337.8,RICE YIELD (Kg per ha),0.0
1237,66.62,32.34,1.04,88.0,2256.41,1716.7,123.76,405.7,RICE YIELD (Kg per ha),0.0
1238,66.46,31.34,2.2,88.0,2256.41,1787.73,128.06,411.6666666666667,RICE YIELD (Kg per ha),0.0
1239,65.44,31.29,3.27,88.0,2256.41,1770.72,126.01,411.6666666666667,RICE YIELD (Kg per ha),0.0
1240,62.07,35.83,2.1,201.0,1220.78,1033.27,169.78,593.7,RICE YIELD (Kg per ha),2795.5
1241,63.01,35.28,1.7,201.0,1217.81,1055.04,171.97,1228.7,RICE YIELD (Kg per ha),2297.25
1242,66.27,32.53,1.2,201.0,1217.81,1120.88,181.12,636.2,RICE YIELD (Kg per ha),2691.06
1243,72.69,27.0,0.31,201.0,1217.81,1170.17,186.5,1190.8,RICE YIELD (Kg per ha),2377.76
1244,67.79,31.46,0.75,201.0,1217.81,942.06,152.35,814.5,RICE YIELD (Kg per ha),2787.86
1245,62.77,36.38,0.85,201.0,1217.81,1177.22,188.86,832.2,RICE YIELD (Kg per ha),2592.14
1246,68.89,30.0,1.1,201.0,1217.81,1176.96,189.81,882.6833333333334,RICE YIELD (Kg per ha),2716.4
1247,68.38,30.08,1.54,201.0,1217.81,1154.46,188.05,882.6833333333334,RICE YIELD (Kg per ha),2781.65
1248,59.16,37.75,3.09,82.0,1763.82,1859.21,139.85,540.9,RICE YIELD (Kg per ha),0.0
1249,59.19,37.72,3.09,82.0,1763.82,1468.86,115.08,440.9,RICE YIELD (Kg per ha),0.0
1250,66.6,31.03,2.37,82.0,1763.82,1452.86,120.81,499.4,RICE YIELD (Kg per ha),0.0
1251,65.65,33.68,0.66,82.0,1763.82,1757.83,135.98,499.9,RICE YIELD (Kg per ha),0.0
1252,65.6,32.42,1.98,82.0,1764.03,1479.91,120.44,444.0,RICE YIELD (Kg per ha),0.0
1253,64.63,34.44,0.93,82.0,1763.93,1472.57,118.65,535.5,RICE YIELD (Kg per ha),0.0
1254,63.3,34.62,2.07,82.0,1774.94,1650.7,131.31,493.43333333333334,RICE YIELD (Kg per ha),0.0
1255,62.11,34.35,3.54,82.0,1774.94,1512.85,120.58,493.43333333333334,RICE YIELD (Kg per ha),0.0
1256,60.09,37.1,2.81,95.0,1233.08,887.02,136.73,670.3,RICE YIELD (Kg per ha),0.0
1257,66.08,31.82,2.11,95.0,1233.08,701.8,114.29,645.9,RICE YIELD (Kg per ha),0.0
1258,62.86,35.3,1.84,95.0,1233.08,721.17,119.08,505.9,RICE YIELD (Kg per ha),0.0
1259,71.54,27.42,1.04,95.0,1233.08,819.15,130.8,538.5,RICE YIELD (Kg per ha),0.0
1260,65.66,33.07,1.27,95.0,1233.08,694.05,116.97,538.4,RICE YIELD (Kg per ha),0.0
